Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R001;1;-71.40139626525439;772.9024602206031;10.717;WBS;7.49;2019-07-04 17:03:05.540000;WMF;7.03;2019-07-04 17:03:04.850000;
#R002;2;111.94391215389356;750.8231170304607;10.589;WBS;7.48;2019-07-04 17:09:30.290000;WMF;7.01;2019-07-04 17:09:29.590000;
#R003;3;-14.02702358203436;688.4665175588345;10.603;WBS;7.51;2019-07-04 17:12:25.140000;WMF;7.14;2019-07-04 17:12:24.480000;
#R004;4;-5984.813038774338;-6277.920683197023;6.6;WBS;6.65;2019-07-04 17:35:10.800000;WMF;7.42;2019-07-04 17:35:11.640000;
#R005;5;-276.9810484453469;-1251.4384543263427;0.733;WBS;7.85;2019-07-04 17:36:02.430000;WMF;7.28;2019-07-04 17:36:02.370000;
#R006;6;-4280.629933803296;4744.640828021086;8.709;WBS;7.22;2019-07-04 17:38:05.270000;WMF;6.27;2019-07-04 17:38:04.020000;
#R007;7;583.4070364219499;-1663.1709616129212;10.34;WBS;7.43;2019-07-04 17:39:45.540000;WMF;7.14;2019-07-04 17:39:45.230000;
#R008;8;-12483.04655322736;-13454.41283609327;6.417;WBS;5.88;2019-07-04 17:42:29.690000;WMF;8.07;2019-07-04 17:42:32.510000;
#R009;9;-5138.3393046270485;3165.8858664919317;8.19;WBS;7.06;2019-07-04 17:43:03.640000;WMF;6.35;2019-07-04 17:43:02.780000;
#R010;10;-10354.765285309762;-6324.500195907909;7.801;WBS;6.14;2019-07-04 17:46:12.110000;WMF;7.2;2019-07-04 17:46:13.370000;
#R011;11;-10487.898993397628;-6707.57370312891;7.8;WBS;6.15;2019-07-04 17:46:58.310000;WMF;7.27;2019-07-04 17:46:59.710000;
#R012;12;-1034.9765249227457;-1326.830705814766;8.782;WBS;7.17;2019-07-04 17:59:48.890000;WMF;7.09;2019-07-04 17:59:48.550000;
#R013;13;637.9736952580863;-1420.2906804020458;6.298;WBS;7.43;2019-07-04 18:00:10.190000;WMF;7.19;2019-07-04 18:00:09.790000;
#R014;14;-6013.185103234348;-7923.988721488666;2.456;WBS;6.71;2019-07-04 18:00:49.500000;WMF;7.49;2019-07-04 18:00:50.770000;
#R015;15;-3533.081258440039;3668.0568927135137;9.503;WBS;7.2;2019-07-04 18:02:46.480000;WMF;6.47;2019-07-04 18:02:45.410000;
#E001;1;-4896.427410306829;-12340.585508154727;8.309054691029502;WBS;6.39;2019-07-04 18:03:02.820000;WMF;8.26;2019-07-04 18:03:04.650000;
#E002;2;-3810.86329496093;-4401.980910731571;3.5620183358923776;WBS;7.05;2019-07-04 18:04:15;WMF;7.74;2019-07-04 18:04:15.510000;
#E003;3;-4538.640134513465;963.5723695527763;11.066830573947191;WBS;7.25;2019-07-04 18:08:00.690000;WMF;6.53;2019-07-04 18:07:59.810000;
#E004;4;-2945.1519443608554;-1896.410217547047;3.6938802118695104;WBS;7.44;2019-07-04 18:08:43.380000;WMF;7.5;2019-07-04 18:08:43.460000;
#E005;5;-704.1972516261635;303.4110097492321;2.7880917505772387;WBS;7.86;2019-07-04 18:08:56.030000;WMF;7.34;2019-07-04 18:08:55.040000;
#E006;6;-7004.669972572618;-1776.869114217934;6.124177089053757;WBS;6.73;2019-07-04 18:13:01.290000;WMF;7.12;2019-07-04 18:13:01.760000;
#E007;7;-2532.6460010488013;1145.795271453475;4.298262877687466;WBS;7.67;2019-07-04 18:14:01.940000;WMF;7.05;2019-07-04 18:14:01.040000;
#E008;8;-10062.738496369031;-5362.603098028445;7.384260992377254;WBS;6.32;2019-07-04 18:15:13.610000;WMF;7.63;2019-07-04 18:15:15.580000;
#E009;9;-9342.677938479548;-3256.180036468183;7.144341954554454;WBS;6.37;2019-07-04 18:18:54.090000;WMF;7.19;2019-07-04 18:18:55.500000;
#E010;10;-4571.295252301455;-2000.4705284749944;3.728951396441205;WBS;7.17;2019-07-04 18:22:52.790000;WMF;7.43;2019-07-04 18:22:52.320000;
#E011;11;-6321.86560647661;-9018.653782974856;7.794214708090095;WBS;6.38;2019-07-04 18:25:39.270000;WMF;7.82;2019-07-04 18:25:40.830000;
#E012;12;-8128.27040493482;-2590.6076936018276;6.661030184579285;WBS;6.65;2019-07-04 18:28:52.800000;WMF;7.35;2019-07-04 18:28:53.270000;
#E013;13;-4802.623157623692;-3531.9281385584964;3.350517972279644;WBS;7.02;2019-07-04 18:34:13.950000;WMF;7.62;2019-07-04 18:34:14.590000;
