Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R00;0;0.0;0.0;1.4998095546796828;STA1;0.281311;1992-03-07 21:26:40.375082;STA2;0.281311;1992-03-07 21:26:40.375082;
#R17;17;-0.27680472824724917;0.15455657173501647;1.5000235827070532;STA1;0.281432;1992-03-24 21:27:16.840242;STA2;0.281432;1992-03-24 21:27:16.840242;
#R18;18;0.21902079278182401;-0.06869340059328025;1.500449692173673;STA1;0.281417;1992-03-25 21:27:18.985222;STA2;0.281417;1992-03-25 21:27:18.985222;
#R24;24;0.06708950004410368;-0.005680719680358443;1.5003700815966323;STA1;0.281351;1992-03-31 21:27:31.855135;STA2;0.281351;1992-03-31 21:27:31.855135;
#01;1;0.4615319905558515;0.2620902013242141;1.4999098215215514;STA1;0.281308;1992-03-08 21:26:42.520077;STA2;0.281308;1992-03-08 21:26:42.520077;
#02;2;0.08540447263844447;0.14531241848572135;1.5002602217703997;STA1;0.281377;1992-03-09 21:26:44.665168;STA2;0.281377;1992-03-09 21:26:44.665168;
#03;3;0.29972470367752024;0.40042414467440984;1.5000749452892612;STA1;0.281325;1992-03-10 21:26:46.810101;STA2;0.281325;1992-03-10 21:26:46.810101;
#04;4;0.3405661101934212;0.5942744778082379;1.5000440533780137;STA1;0.281297;1992-03-11 21:26:48.955064;STA2;0.281297;1992-03-11 21:26:48.955064;
#05;5;0.16282652257019595;0.1199415711557073;1.5001928350297522;STA1;0.281367;1992-03-12 21:26:51.100157;STA2;0.281367;1992-03-12 21:26:51.100157;
#06;6;0.1827379639454132;0.34207985306486244;1.500240262819325;STA1;0.281347;1992-03-13 21:26:53.245129;STA2;0.281347;1992-03-13 21:26:53.245129;
#07;7;0.2223871801734335;0.3813392080379846;1.5002790320688457;STA1;0.281339;1992-03-14 21:26:55.390119;STA2;0.281339;1992-03-14 21:26:55.390119;
#08;8;0.1352891610837371;0.7293810892626151;1.4998208958741068;STA1;0.281273;1992-03-15 21:26:57.535029;STA2;0.281273;1992-03-15 21:26:57.535029;
#09;9;0.10891905680945937;0.2978765355981381;1.5002588909613808;STA1;0.281356;1992-03-16 21:26:59.680142;STA2;0.281356;1992-03-16 21:26:59.680142;
