Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R006;6;38.500699386027044;-112.8876781793709;2.095;DAS847;0.21883;2019-04-27 17:28:44.283369;DAS743;0.237253;2019-04-27 17:28:44.309622;
#R008;8;38.500745580631445;-112.88788693587851;2.1553;DAS847;0.219642;2019-04-27 17:33:35.346154;DAS743;0.243685;2019-04-27 17:33:35.370514;
#R011;11;38.500670585300185;-112.88784369690529;2.1142;DAS847;0.218858;2019-04-27 17:37:48.542175;DAS743;0.242857;2019-04-27 17:37:48.566028;
#R018;18;38.500592154168956;-112.88756644458918;2.1143;DAS847;0.223539;2019-04-27 18:00:01.159443;DAS743;0.239866;2019-04-27 18:00:01.187567;
#001;1;38.50075956006037;-112.88739490614387;2.140989006506618;DAS847;0.226104;2019-04-27 17:19:29.705213;DAS743;0.241727;2019-04-27 17:19:29.736607;
#002;2;38.50055566452752;-112.88794206824218;2.1135772033500535;DAS847;0.218577;2019-04-27 17:20:10.833497;DAS743;0.237507;2019-04-27 17:20:10.859900;
#003;3;38.50084391859179;-112.8875307918881;2.134739424340777;DAS847;0.224961;2019-04-27 17:24:42.845510;DAS743;0.241773;2019-04-27 17:24:42.871282;
#004;4;38.50041199042003;-112.88713400410775;2.126262143522452;DAS847;0.227708;2019-04-27 17:26:28.305712;DAS743;0.234659;2019-04-27 17:26:28.335171;
#005;5;38.50113724974135;-112.88746997534872;2.157129117121789;DAS847;0.226697;2019-04-27 17:27:46.662400;DAS743;0.248278;2019-04-27 17:27:46.691154;
#007;7;38.500928162213995;-112.88750622802047;2.1821698445944553;DAS847;0.227548;2019-04-27 17:30:30.966743;DAS743;0.248283;2019-04-27 17:30:30.991850;
#009;9;38.501077450988795;-112.88749739377359;2.2431904314639004;DAS847;0.231883;2019-04-27 17:37:01.937711;DAS743;0.256471;2019-04-27 17:37:01.963975;
#010;10;38.500793628233666;-112.887893491891;2.166413046128022;DAS847;0.222012;2019-04-27 17:37:21.705647;DAS743;0.24755;2019-04-27 17:37:21.733866;
#012;12;38.50082976514947;-112.88781902745598;2.192081412775242;DAS847;0.226248;2019-04-27 17:40:30.554349;DAS743;0.250148;2019-04-27 17:40:30.577809;
#013;13;38.50079806221174;-112.88733476443593;2.154284131894409;DAS847;0.227835;2019-04-27 17:43:15.966535;DAS743;0.242924;2019-04-27 17:43:15.991425;
#014;14;38.500725839758715;-112.88769039960258;2.1292572480617955;DAS847;0.221994;2019-04-27 17:45:43.297314;DAS743;0.241419;2019-04-27 17:45:43.324922;
#015;15;38.500914588534066;-112.88801285761872;2.1402491903489653;DAS847;0.218855;2019-04-27 17:48:05.473458;DAS743;0.245991;2019-04-27 17:48:05.497012;
#016;16;38.50112952391876;-112.88856003118619;2.14287917178587;DAS847;0.212716;2019-04-27 17:50:35.956734;DAS743;0.250933;2019-04-27 17:50:35.984326;
#017;17;38.500673275545545;-112.8880076465122;2.1109786413321725;DAS847;0.217118;2019-04-27 17:58:27.468360;DAS743;0.24059;2019-04-27 17:58:27.490155;
#019;19;38.500671053549056;-112.8877127059059;2.1220257957328186;DAS847;0.221236;2019-04-27 18:06:04.909990;DAS743;0.240319;2019-04-27 18:06:04.937047;
#020;20;38.500761594661356;-112.88806257452077;2.1458498063894527;DAS847;0.218725;2019-04-27 18:07:15.592694;DAS743;0.245691;2019-04-27 18:07:15.616167;
#021;21;38.50087125419596;-112.88820289359619;2.080787722838596;DAS847;0.212086;2019-04-27 19:47:25.416202;DAS743;0.239779;2019-04-27 19:47:25.437491;
#022;22;38.500856972215885;-112.88804274242759;2.1884159173150137;DAS847;0.222342;2019-04-27 19:49:21.406472;DAS743;0.251628;2019-04-27 19:49:21.432601;
#023;23;38.500425621026146;-112.88742692268691;2.0997585916737314;DAS847;0.223152;2019-04-27 19:54:30.642721;DAS743;0.234306;2019-04-27 19:54:30.676487;
#024;24;38.50080862580312;-112.88843617940545;2.106950425691934;DAS847;0.211891;2019-04-27 19:58:01.574911;DAS743;0.243557;2019-04-27 19:58:01.596088;
#025;25;38.500711815680994;-112.88740965767313;2.2341988082026076;DAS847;0.233607;2019-04-27 19:58:24.047732;DAS743;0.252288;2019-04-27 19:58:24.073775;
#026;26;38.50092847996764;-112.88780517717032;2.156118762433792;DAS847;0.222242;2019-04-27 20:20:57.671253;DAS743;0.246876;2019-04-27 20:20:57.695279;
#027;27;38.50078960827596;-112.88831640838917;2.106892558317818;DAS847;0.213271;2019-04-27 21:59:16.560673;DAS743;0.242805;2019-04-27 21:59:16.585583;
#028;28;38.500625200801935;-112.88757525361484;2.11834196351729;DAS847;0.222557;2019-04-28 15:25:58.097951;DAS743;0.23888;2019-04-28 15:25:58.126607;
#029;29;38.50072002583767;-112.88779121652856;2.1227601475679827;DAS847;0.22038;2019-04-28 15:40:47.383090;DAS743;0.241244;2019-04-28 15:40:47.410965;
#030;30;38.5007385820187;-112.88780005172657;2.0375896402144296;DAS847;0.21332;2019-04-28 15:44:20.765133;DAS743;0.231048;2019-04-28 15:44:20.795186;
#031;31;38.5008086318818;-112.88782955892425;2.047653133317047;DAS847;0.213483;2019-04-28 16:11:49.419523;DAS743;0.232759;2019-04-28 16:11:49.447594;
#032;32;38.500612414731364;-112.88761220213247;2.111025884770316;DAS847;0.221719;2019-04-28 16:12:38.496606;DAS743;0.23813;2019-04-28 16:12:38.522171;
