Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R006;6;38.500699386027044;-112.8876781793709;2.095;DAS630;0.266817;2019-04-27 17:28:44.342102;DAS747;0.244523;2019-04-27 17:28:44.309036;
#R008;8;38.50069182245198;-112.88778197036407;2.082400250651732;DAS630;0.265335;2019-04-27 17:33:35.403730;DAS747;0.242774;2019-04-27 17:33:35.369988;
#R011;11;38.50085279514964;-112.88704032074344;2.169871319991938;DAS630;0.277145;2019-04-27 17:37:48.604318;DAS747;0.25396;2019-04-27 17:37:48.565062;
#R018;18;38.50153093336906;-112.88961318289446;2.220361298301026;DAS630;0.27495;2019-04-27 18:00:01.216856;DAS747;0.239237;2019-04-27 18:00:01.187001;
#001;1;38.50023137595657;-112.88846055854658;2.1708770426034385;DAS630;0.279076;2019-04-27 17:19:29.768364;DAS747;0.241213;2019-04-27 17:19:29.736959;
#002;2;38.500254862947855;-112.8879858410255;2.221187494468569;DAS630;0.273947;2019-04-27 17:20:10.892599;DAS747;0.241417;2019-04-27 17:20:10.854859;
#003;3;38.50033504813326;-112.88877576234965;2.1425864009629336;DAS630;0.28447;2019-04-27 17:24:42.905563;DAS747;0.242445;2019-04-27 17:24:42.869186;
#004;4;38.50055080578191;-112.88876992621297;2.101326853160375;DAS630;0.26796;2019-04-27 17:26:28.371358;DAS747;0.236841;2019-04-27 17:26:28.333043;
#005;5;38.50042676017428;-112.8882942711;2.241119406736028;DAS630;0.287094;2019-04-27 17:27:46.723419;DAS747;0.25377;2019-04-27 17:27:46.686709;
#007;7;38.50009494356891;-112.8885563896381;2.1865326137173065;DAS630;0.282459;2019-04-27 17:30:31.029211;DAS747;0.245982;2019-04-27 17:30:30.992910;
#009;9;38.501035825555405;-112.88807499423656;2.1927347477494714;DAS630;0.274989;2019-04-27 17:37:01.998400;DAS747;0.257063;2019-04-27 17:37:01.961314;
#010;10;38.500144868440536;-112.88904684038485;2.20373031423303;DAS630;0.290476;2019-04-27 17:37:21.766301;DAS747;0.238308;2019-04-27 17:37:21.735516;
#012;12;38.5009443720404;-112.88870642471407;2.137251533730017;DAS630;0.283128;2019-04-27 17:40:30.611031;DAS747;0.247626;2019-04-27 17:40:30.578240;
#013;13;38.500556871478636;-112.88878687777347;2.110942095398998;DAS630;0.273986;2019-04-27 17:43:16.028423;DAS747;0.245562;2019-04-27 17:43:15.988289;
#014;14;38.50042394508567;-112.88901677949087;2.130116198725041;DAS630;0.280218;2019-04-27 17:45:43.357140;DAS747;0.23526;2019-04-27 17:45:43.321902;
#015;15;38.500204567603845;-112.88831856029468;2.2050638965613274;DAS630;0.280116;2019-04-27 17:48:05.539042;DAS747;0.243036;2019-04-27 17:48:05.499360;
#016;16;38.50087182670448;-112.888557285891;2.269080842363288;DAS630;0.295401;2019-04-27 17:50:36.016561;DAS747;0.248447;2019-04-27 17:50:35.981743;
#017;17;38.50037110306235;-112.88890411817394;2.1063764014154547;DAS630;0.268442;2019-04-27 17:58:27.526908;DAS747;0.240038;2019-04-27 17:58:27.489503;
#019;19;38.50023323473748;-112.8885461862147;2.2423422508273885;DAS630;0.291552;2019-04-27 18:06:04.969040;DAS747;0.247742;2019-04-27 18:06:04.933635;
#020;20;38.50083637050581;-112.88904606472067;2.120244259671896;DAS630;0.268082;2019-04-27 18:07:15.653559;DAS747;0.246737;2019-04-27 18:07:15.615385;
#021;21;38.500280770634625;-112.88904038608273;2.088486513984275;DAS630;0.26788;2019-04-27 19:47:25.471174;DAS747;0.23403;2019-04-27 19:47:25.436953;
#022;22;38.50002923202372;-112.8885410202354;2.2842108647857327;DAS630;0.297517;2019-04-27 19:49:21.463922;DAS747;0.250078;2019-04-27 19:49:21.426587;
#023;23;38.500369527409916;-112.88789091639639;2.1571145365263873;DAS630;0.276322;2019-04-27 19:54:30.708326;DAS747;0.243956;2019-04-27 19:54:30.670420;
#024;24;38.50018068563951;-112.88874528108998;2.107721722085595;DAS630;0.269754;2019-04-27 19:58:01.634034;DAS747;0.239979;2019-04-27 19:58:01.601409;
#025;25;38.500202597913116;-112.8880876014128;2.196979717305838;DAS630;0.283885;2019-04-27 19:58:24.106487;DAS747;0.249669;2019-04-27 19:58:24.074117;
#026;26;38.50011611491104;-112.8886658919912;2.215301807741344;DAS630;0.287982;2019-04-27 20:20:57.729565;DAS747;0.246382;2019-04-27 20:20:57.694835;
#027;27;38.500194822227414;-112.88890690515247;2.198163006557197;DAS630;0.286257;2019-04-27 21:59:16.617210;DAS747;0.241591;2019-04-27 21:59:16.582569;
#028;28;38.50085291795647;-112.88880895400645;2.2127062209420996;DAS630;0.287653;2019-04-28 15:25:58.157529;DAS747;0.237448;2019-04-28 15:25:58.125593;
#029;29;38.500164270021536;-112.88888765448492;2.0723219384538587;DAS630;0.265124;2019-04-28 15:40:47.446263;DAS747;0.235783;2019-04-28 15:40:47.409474;
#030;30;38.50036764954577;-112.88934623536424;2.112007437011065;DAS630;0.270046;2019-04-28 15:44:20.828618;DAS747;0.233665;2019-04-28 15:44:20.788943;
#031;31;38.50027858612672;-112.88943144831305;2.1061691857903275;DAS630;0.270013;2019-04-28 16:11:49.481668;DAS747;0.231386;2019-04-28 16:11:49.447033;
#032;32;38.50033411902667;-112.88915508074146;2.175395919637783;DAS630;0.280412;2019-04-28 16:12:38.556468;DAS747;0.237029;2019-04-28 16:12:38.522671;
