Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R006;6;38.500699386027044;-112.8876781793709;2.095;DAS884;0.21524;2019-04-27 17:28:44.273092;DAS746;0.244705;2019-04-27 17:28:44.308808;
#R008;8;38.50065110029556;-112.88779401730108;2.11092053666507;DAS884;0.212903;2019-04-27 17:33:35.336683;DAS746;0.243001;2019-04-27 17:33:35.370245;
#R011;11;38.501034646416784;-112.88840007664488;2.0694370109996796;DAS884;0.208325;2019-04-27 17:37:48.532937;DAS746;0.253808;2019-04-27 17:37:48.565304;
#R018;18;38.502159026355876;-112.8868781778718;2.2324027076914543;DAS884;0.213665;2019-04-27 18:00:01.151495;DAS746;0.23902;2019-04-27 18:00:01.187267;
#001;1;38.50144341426157;-112.8869790897591;2.0569674545504224;DAS884;0.210512;2019-04-27 17:19:29.701578;DAS746;0.240467;2019-04-27 17:19:29.737746;
#002;2;38.500626576282286;-112.88673293775796;2.12985357558271;DAS884;0.209348;2019-04-27 17:20:10.825952;DAS746;0.240814;2019-04-27 17:20:10.855495;
#003;3;38.50144835890478;-112.88689951411713;2.038786140801855;DAS884;0.211879;2019-04-27 17:24:42.837753;DAS746;0.241152;2019-04-27 17:24:42.870960;
#004;4;38.50166755727077;-112.88805641996471;2.0910189643336308;DAS884;0.208474;2019-04-27 17:26:28.299552;DAS746;0.236046;2019-04-27 17:26:28.333325;
#005;5;38.50088555744062;-112.88789056561306;2.2268685366628613;DAS884;0.229231;2019-04-27 17:27:46.653939;DAS746;0.258022;2019-04-27 17:27:46.686445;
#007;7;38.50159335967061;-112.8882205748136;2.1135987734859953;DAS884;0.216633;2019-04-27 17:30:30.959253;DAS746;0.246307;2019-04-27 17:30:30.993145;
#009;9;38.5014345552012;-112.88804248639418;2.1642256192848794;DAS884;0.221744;2019-04-27 17:37:01.929151;DAS746;0.25579;2019-04-27 17:37:01.964104;
#010;10;38.501822725183324;-112.88802119413992;2.0981419984050995;DAS884;0.213266;2019-04-27 17:37:21.697917;DAS746;0.237744;2019-04-27 17:37:21.736228;
#012;12;38.50186500458277;-112.88790907583726;2.094888629696086;DAS884;0.216512;2019-04-27 17:40:30.543188;DAS746;0.247382;2019-04-27 17:40:30.579007;
#013;13;38.501166300979364;-112.88827904837859;2.155515848772311;DAS884;0.21918;2019-04-27 17:43:15.957471;DAS746;0.245902;2019-04-27 17:43:15.988573;
#014;14;38.50196736154972;-112.88775287914422;2.094443134382606;DAS884;0.216652;2019-04-27 17:45:43.287056;DAS746;0.233175;2019-04-27 17:45:43.324657;
#015;15;38.50193737911255;-112.88801024273027;2.0914173010722754;DAS884;0.212395;2019-04-27 17:48:05.465418;DAS746;0.243275;2019-04-27 17:48:05.499148;
#016;16;38.50135077396287;-112.88832283863097;2.1639825380701434;DAS884;0.214683;2019-04-27 17:50:35.946098;DAS746;0.246693;2019-04-27 17:50:35.982014;
#017;17;38.50176197700267;-112.88809724108465;2.162318303224884;DAS884;0.219642;2019-04-27 17:58:27.457626;DAS746;0.240676;2019-04-27 17:58:27.489291;
#019;19;38.50104933519721;-112.88832973602712;2.140095292610557;DAS884;0.217869;2019-04-27 18:06:04.901399;DAS746;0.247637;2019-04-27 18:06:04.933863;
#020;20;38.50111074256996;-112.88832884664262;2.156800201362326;DAS884;0.219274;2019-04-27 18:07:15.582281;DAS746;0.246475;2019-04-27 18:07:15.615706;
#021;21;38.50159490167026;-112.88797057138221;2.0539462559019754;DAS884;0.208422;2019-04-27 19:47:25.402434;DAS746;0.236218;2019-04-27 19:47:25.434712;
#022;22;38.501169713067966;-112.88826088749704;2.165323389809556;DAS884;0.223491;2019-04-27 19:49:21.394870;DAS746;0.251966;2019-04-27 19:49:21.426840;
#023;23;38.502135147700635;-112.88774023626533;2.114487154093506;DAS884;0.207414;2019-04-27 19:54:30.644177;DAS746;0.234168;2019-04-27 19:54:30.680187;
#024;24;38.501272635422474;-112.88803080104127;2.0567290091681008;DAS884;0.208591;2019-04-27 19:58:01.566831;DAS746;0.240248;2019-04-27 19:58:01.601704;
#025;25;38.50127001724526;-112.88839579536479;2.150595192707041;DAS884;0.219214;2019-04-27 19:58:24.040570;DAS746;0.250448;2019-04-27 19:58:24.073907;
#026;26;38.5018764441036;-112.8880224093833;2.1540886947888223;DAS884;0.218263;2019-04-27 20:20:57.660644;DAS746;0.246131;2019-04-27 20:20:57.695071;
#027;27;38.50117159442706;-112.88803575382903;2.068711775157553;DAS884;0.208516;2019-04-27 21:59:16.550566;DAS746;0.246395;2019-04-27 21:59:16.584322;
#028;28;38.501956215900854;-112.88809072000346;2.117003030801071;DAS884;0.217661;2019-04-28 15:25:58.091342;DAS746;0.238681;2019-04-28 15:25:58.125346;
#029;29;38.50173668987581;-112.88810256030648;2.061013789369792;DAS884;0.211183;2019-04-28 15:40:47.375434;DAS746;0.235523;2019-04-28 15:40:47.410222;
#030;30;38.501769396433104;-112.88804210543485;2.0475947484611154;DAS884;0.208522;2019-04-28 15:44:20.751887;DAS746;0.233386;2019-04-28 15:44:20.789254;
#031;31;38.502143138000584;-112.88778130952599;2.125440894788178;DAS884;0.210525;2019-04-28 16:11:49.410930;DAS746;0.232603;2019-04-28 16:11:49.446299;
#032;32;38.50112746410325;-112.88786478345483;2.0630627550278664;DAS884;0.213313;2019-04-28 16:12:38.484566;DAS746;0.236804;2019-04-28 16:12:38.522921;
