Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R00;0;38.47400416964382;-112.87234523195679;0.9960801405032454;S12;0.7142;2022-04-16 00:00:00;S15;0.712269;2022-04-16 00:00:00;
#R01;1;38.47399748641113;-112.8723678993144;0.9942935574543172;S12;0.713808;2022-04-16 00:00:10;S15;0.711994;2022-04-16 00:00:10;
#R02;2;38.47356778106563;-112.87318582872514;0.9196048620390642;S12;0.699904;2022-04-16 00:00:20;S15;0.698047;2022-04-16 00:00:20;
#R03;3;38.47554563541964;-112.86945760696243;0.518778142874902;S12;0.704024;2022-04-16 00:00:30;S15;0.701998;2022-04-16 00:00:30;
#04;4;38.476192905965526;-112.87317443125059;0.8591505467370127;S12;0.695659;2022-04-16 00:00:40;S15;0.693814;2022-04-16 00:00:40;
#05;5;38.47362841285578;-112.87164590069045;0.7038275001068327;S12;0.735898;2022-04-16 00:00:50;S15;0.733931;2022-04-16 00:00:50;
#06;6;38.47315461678901;-112.87151362324808;0.6863788381497351;S12;0.740003;2022-04-16 00:01:00;S15;0.738015;2022-04-16 00:01:00;
#07;7;38.4746507690277;-112.87370268657706;0.70845201366374;S12;0.691539;2022-04-16 00:01:10;S15;0.68966;2022-04-16 00:01:10;
#08;8;38.474688000110184;-112.87389539886453;0.703235674529311;S12;0.695425;2022-04-16 00:01:20;S15;0.693442;2022-04-16 00:01:20;
#09;9;38.47490622224147;-112.87403666584247;0.7039702469683187;S12;0.694539;2022-04-16 00:01:30;S15;0.692443;2022-04-16 00:01:30;
#10;10;38.47325066010622;-112.87211132248333;0.7161717418694716;S12;0.716959;2022-04-16 00:01:40;S15;0.714713;2022-04-16 00:01:40;
#11;11;38.47308678698793;-112.87221720563808;0.7222582282725462;S12;0.717492;2022-04-16 00:01:50;S15;0.715386;2022-04-16 00:01:50;
#12;12;38.47254937670237;-112.87130610607915;0.7208548089147225;S12;0.736638;2022-04-16 00:02:00;S15;0.734704;2022-04-16 00:02:00;
#13;13;38.472572080505685;-112.87167762603693;0.7065551280438903;S12;0.73136;2022-04-16 00:02:10;S15;0.729171;2022-04-16 00:02:10;
