Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R00;0;38.47400416964382;-112.87234523195679;0.9960801405032457;S16;0.711851;2022-04-16 00:00:00;S25;0.713194;2022-04-16 00:00:00;
#R01;1;38.47404657085245;-112.87230386955426;0.9781877788561663;S16;0.711615;2022-04-16 00:00:10;S25;0.713309;2022-04-16 00:00:10;
#R02;2;38.474065255873654;-112.87358010692934;0.9791601681636352;S16;0.697658;2022-04-16 00:00:20;S25;0.699367;2022-04-16 00:00:20;
#R03;3;38.47410811355568;-112.87317853607479;1.0061493142642908;S16;0.701552;2022-04-16 00:00:30;S25;0.702714;2022-04-16 00:00:30;
#04;4;38.47492842569494;-112.87317871812282;0.958486134310063;S16;0.69343;2022-04-16 00:00:40;S25;0.695219;2022-04-16 00:00:40;
#05;5;38.47239104316307;-112.87070595722093;0.8967648342814482;S16;0.733494;2022-04-16 00:00:50;S25;0.734518;2022-04-16 00:00:50;
#06;6;38.47308971751231;-112.86951326310516;0.919631991158196;S16;0.73757;2022-04-16 00:01:00;S25;0.73849;2022-04-16 00:01:00;
#07;7;38.4743468670591;-112.87297286026997;0.8775791004418277;S16;0.689267;2022-04-16 00:01:10;S25;0.690999;2022-04-16 00:01:10;
#08;8;38.473835626237495;-112.873001542737;0.876756719278763;S16;0.693013;2022-04-16 00:01:20;S25;0.694393;2022-04-16 00:01:20;
#09;9;38.47342456393238;-112.87315595434595;1.0059664477184656;S16;0.691977;2022-04-16 00:01:30;S25;0.693027;2022-04-16 00:01:30;
#10;10;38.47260626248623;-112.87153725805351;1.0165753477174413;S16;0.714189;2022-04-16 00:01:40;S25;0.714558;2022-04-16 00:01:40;
#11;11;38.472787904633776;-112.87162980393308;1.028966224762351;S16;0.714909;2022-04-16 00:01:50;S25;0.715695;2022-04-16 00:01:50;
#12;12;38.47191165794078;-112.87096200413282;1.0863635970895087;S16;0.734279;2022-04-16 00:02:00;S25;0.735395;2022-04-16 00:02:00;
#13;13;38.47289424788716;-112.86991848768453;0.8921587096894521;S16;0.728661;2022-04-16 00:02:10;S25;0.72906;2022-04-16 00:02:10;
#14;14;38.47095803116837;-112.8705707993355;1.0277309671673789;S16;0.740927;2022-04-16 00:02:20;S25;0.741116;2022-04-16 00:02:20;
#15;15;38.47309257352899;-112.87070278567886;1.0404853006026402;S16;0.712049;2022-04-16 00:02:30;S25;0.711755;2022-04-16 00:02:30;
#16;16;38.47281339897047;-112.87057491915112;0.905514173436934;S16;0.718514;2022-04-16 00:02:40;S25;0.718597;2022-04-16 00:02:40;
#17;17;38.47415151358112;-112.87184799005534;1.0735153234410837;S16;0.691116;2022-04-16 00:02:50;S25;0.690499;2022-04-16 00:02:50;
#18;18;38.4726603318065;-112.87191202886413;0.9764968858355879;S16;0.710457;2022-04-16 00:03:00;S25;0.710966;2022-04-16 00:03:00;
#19;19;38.474228820909595;-112.87172710556193;1.082218761530387;S16;0.690313;2022-04-16 00:03:10;S25;0.689288;2022-04-16 00:03:10;
#20;20;38.47227795880232;-112.86890569985253;0.8694898289117798;S16;0.735899;2022-04-16 00:03:20;S25;0.735252;2022-04-16 00:03:20;
#21;21;38.47389723484947;-112.87121045299581;1.0475880621645013;S16;0.696212;2022-04-16 00:03:30;S25;0.695931;2022-04-16 00:03:30;
#22;22;38.47318676392018;-112.87014167383369;1.046996037437868;S16;0.708395;2022-04-16 00:03:40;S25;0.707132;2022-04-16 00:03:40;
#23;23;38.47323410669567;-112.87045516942646;1.01149423200053;S16;0.712929;2022-04-16 00:03:50;S25;0.71289;2022-04-16 00:03:50;
#24;24;38.47355238373756;-112.87043330317019;1.0625439497353641;S16;0.702273;2022-04-16 00:04:00;S25;0.701139;2022-04-16 00:04:00;
#25;25;38.472200467902375;-112.87035559669056;0.8621771944192351;S16;0.731579;2022-04-16 00:04:10;S25;0.731981;2022-04-16 00:04:10;
#26;26;38.4724145175153;-112.86850358542661;1.0618170491295869;S16;0.736169;2022-04-16 00:04:20;S25;0.735408;2022-04-16 00:04:20;
