Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R00;0;38.47400416964382;-112.87234523195679;0.9960801405032454;S15;0.712269;2022-04-16 00:00:00;S9;0.71714;2022-04-16 00:00:00;
#R01;1;38.4740064940721;-112.87232422833955;0.9988514383977932;S15;0.711994;2022-04-16 00:00:10;S9;0.716633;2022-04-16 00:00:10;
#R02;2;38.4738394573826;-112.87144993338887;1.0808632063912536;S15;0.698047;2022-04-16 00:00:20;S9;0.702791;2022-04-16 00:00:20;
#R03;3;38.47670730334768;-112.86743138767196;0.7801102410929757;S15;0.701998;2022-04-16 00:00:30;S9;0.707072;2022-04-16 00:00:30;
#04;4;38.47649969846169;-112.8718191189999;1.061257589437571;S15;0.693814;2022-04-16 00:00:40;S9;0.698541;2022-04-16 00:00:40;
#05;5;38.474450102065866;-112.86895122802444;0.9687615209851749;S15;0.733931;2022-04-16 00:00:50;S9;0.738844;2022-04-16 00:00:50;
#06;6;38.474045219629765;-112.86856133108549;0.9635297161725047;S15;0.738015;2022-04-16 00:01:00;S9;0.742965;2022-04-16 00:01:00;
#07;7;38.47548540903636;-112.86965135109706;1.1365994008209648;S15;0.68966;2022-04-16 00:01:10;S9;0.69446;2022-04-16 00:01:10;
#08;8;38.47554282369545;-112.86963285407765;1.153438396904342;S15;0.693442;2022-04-16 00:01:20;S9;0.698443;2022-04-16 00:01:20;
#09;9;38.475752980450125;-112.86974310692851;1.1635336008923787;S15;0.692443;2022-04-16 00:01:30;S9;0.697671;2022-04-16 00:01:30;
#10;10;38.47407495446203;-112.86899427605545;1.0113234298693805;S15;0.714713;2022-04-16 00:01:40;S9;0.720208;2022-04-16 00:01:40;
#11;11;38.473906467430204;-112.86900912072005;1.021409824406888;S15;0.715386;2022-04-16 00:01:50;S9;0.720601;2022-04-16 00:01:50;
#12;12;38.47336567866244;-112.8686728686188;0.947792952984323;S15;0.734704;2022-04-16 00:02:00;S9;0.73955;2022-04-16 00:02:00;
#13;13;38.47344207725122;-112.86857233998455;0.9811555006697555;S15;0.729171;2022-04-16 00:02:10;S9;0.734534;2022-04-16 00:02:10;
#14;14;38.4735947086579;-112.86930718705023;0.7649335801884272;S15;0.74145;2022-04-16 00:02:20;S9;0.746859;2022-04-16 00:02:20;
#15;15;38.47470952434739;-112.86833391170013;1.019179830064485;S15;0.712648;2022-04-16 00:02:30;S9;0.718599;2022-04-16 00:02:30;
#16;16;38.473581043571365;-112.86882938432633;0.9984466769024821;S15;0.719067;2022-04-16 00:02:40;S9;0.724718;2022-04-16 00:02:40;
#17;17;38.47539870276155;-112.86898044386197;1.121903441592494;S15;0.691769;2022-04-16 00:02:50;S9;0.698105;2022-04-16 00:02:50;
#18;18;38.475295389956706;-112.86847386702468;1.0665484958007174;S15;0.710968;2022-04-16 00:03:00;S9;0.716401;2022-04-16 00:03:00;
#19;19;38.475486535416564;-112.8690190530037;1.1308528326625864;S15;0.691011;2022-04-16 00:03:10;S9;0.697623;2022-04-16 00:03:10;
#20;20;38.47374062025896;-112.86907080062694;0.7644183463551523;S15;0.736519;2022-04-16 00:03:20;S9;0.742517;2022-04-16 00:03:20;
#21;21;38.47546465155694;-112.86830128004051;1.0301135136612016;S15;0.696823;2022-04-16 00:03:30;S9;0.702894;2022-04-16 00:03:30;
