Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#R00;0;38.47400416964382;-112.87234523195679;0.9960801405032457;S9;0.71714;2022-04-16 00:00:00;S2;0.727847;2022-04-16 00:00:00;
#R01;1;38.47404657085245;-112.87230386955426;0.9781877788561663;S9;0.716633;2022-04-16 00:00:10;S2;0.72708;2022-04-16 00:00:10;
#R02;2;38.474065255873654;-112.87358010692934;0.9791601681636352;S9;0.702791;2022-04-16 00:00:20;S2;0.713455;2022-04-16 00:00:20;
#R03;3;38.47410811355568;-112.87317853607479;1.0061493142642908;S9;0.707072;2022-04-16 00:00:30;S2;0.718082;2022-04-16 00:00:30;
#04;4;38.47492842569494;-112.87317871812282;0.958486134310063;S9;0.698541;2022-04-16 00:00:40;S2;0.709216;2022-04-16 00:00:40;
#05;5;38.47239104316307;-112.87070595722093;0.8967648342814482;S9;0.738844;2022-04-16 00:00:50;S2;0.749454;2022-04-16 00:00:50;
#06;6;38.47308971751231;-112.86951326310516;0.919631991158196;S9;0.742965;2022-04-16 00:01:00;S2;0.753591;2022-04-16 00:01:00;
#07;7;38.4743468670591;-112.87297286026997;0.8775791004418277;S9;0.69446;2022-04-16 00:01:10;S2;0.705249;2022-04-16 00:01:10;
#08;8;38.473835626237495;-112.873001542737;0.876756719278763;S9;0.698443;2022-04-16 00:01:20;S2;0.709432;2022-04-16 00:01:20;
#09;9;38.47342456393238;-112.87315595434595;1.0059664477184656;S9;0.697671;2022-04-16 00:01:30;S2;0.708924;2022-04-16 00:01:30;
#10;10;38.47260626248623;-112.87153725805351;1.0165753477174413;S9;0.720208;2022-04-16 00:01:40;S2;0.731607;2022-04-16 00:01:40;
#11;11;38.472787904633776;-112.87162980393308;1.028966224762351;S9;0.720601;2022-04-16 00:01:50;S2;0.731676;2022-04-16 00:01:50;
#12;12;38.47191165794078;-112.87096200413282;1.0863635970895087;S9;0.73955;2022-04-16 00:02:00;S2;0.750079;2022-04-16 00:02:00;
#13;13;38.47289424788716;-112.86991848768453;0.8921587096894521;S9;0.734534;2022-04-16 00:02:10;S2;0.745685;2022-04-16 00:02:10;
#14;14;38.47095803116837;-112.8705707993355;1.0277309671673789;S9;0.746859;2022-04-16 00:02:20;S2;0.757984;2022-04-16 00:02:20;
#15;15;38.47309257352899;-112.87070278567886;1.0404853006026402;S9;0.718599;2022-04-16 00:02:30;S2;0.730527;2022-04-16 00:02:30;
#16;16;38.47281339897047;-112.87057491915112;0.905514173436934;S9;0.724718;2022-04-16 00:02:40;S2;0.736263;2022-04-16 00:02:40;
#17;17;38.47415151358112;-112.87184799005534;1.0735153234410837;S9;0.698105;2022-04-16 00:02:50;S2;0.710615;2022-04-16 00:02:50;
#18;18;38.4726603318065;-112.87191202886413;0.9764968858355879;S9;0.716401;2022-04-16 00:03:00;S2;0.727755;2022-04-16 00:03:00;
#19;19;38.474228820909595;-112.87172710556193;1.082218761530387;S9;0.697623;2022-04-16 00:03:10;S2;0.710448;2022-04-16 00:03:10;
#20;20;38.47227795880232;-112.86890569985253;0.8694898289117798;S9;0.742517;2022-04-16 00:03:20;S2;0.754342;2022-04-16 00:03:20;
#21;21;38.47389723484947;-112.87121045299581;1.0475880621645013;S9;0.702894;2022-04-16 00:03:30;S2;0.715068;2022-04-16 00:03:30;
#22;22;38.47318676392018;-112.87014167383369;1.046996037437868;S9;0.715724;2022-04-16 00:03:40;S2;0.728431;2022-04-16 00:03:40;
#23;23;38.47323410669567;-112.87045516942646;1.01149423200053;S9;0.719274;2022-04-16 00:03:50;S2;0.730998;2022-04-16 00:03:50;
#24;24;38.47355238373756;-112.87043330317019;1.0625439497353641;S9;0.709557;2022-04-16 00:04:00;S2;0.722266;2022-04-16 00:04:00;
#25;25;38.472200467902375;-112.87035559669056;0.8621771944192351;S9;0.737425;2022-04-16 00:04:10;S2;0.748531;2022-04-16 00:04:10;
#26;26;38.4724145175153;-112.86850358542661;1.0618170491295869;S9;0.742874;2022-04-16 00:04:20;S2;0.754779;2022-04-16 00:04:20;
#27;27;38.47376968948193;-112.87209641545306;1.1046137014428472;S9;0.694422;2022-04-16 00:04:30;S2;0.706906;2022-04-16 00:04:30;
#28;28;38.47316944014565;-112.8698465730885;0.9766180106069109;S9;0.723512;2022-04-16 00:04:40;S2;0.735508;2022-04-16 00:04:40;
#29;29;38.47306625263788;-112.87003818856562;0.9238526102017172;S9;0.726351;2022-04-16 00:04:50;S2;0.738009;2022-04-16 00:04:50;
#30;30;38.47349979071572;-112.86992269115262;1.034954425654513;S9;0.713439;2022-04-16 00:05:00;S2;0.726304;2022-04-16 00:05:00;
#31;31;38.4723914635119;-112.86951362090882;0.8748311883883649;S9;0.734321;2022-04-16 00:05:10;S2;0.746416;2022-04-16 00:05:10;
#32;32;38.472304731399454;-112.86985169316883;1.074658697575638;S9;0.732897;2022-04-16 00:05:20;S2;0.744714;2022-04-16 00:05:20;
#33;33;38.47223390167984;-112.86858229087962;0.8337935979398663;S9;0.748265;2022-04-16 00:05:30;S2;0.759849;2022-04-16 00:05:30;
#34;34;38.47230524822468;-112.86719756346474;1.023515246619879;S9;0.749367;2022-04-16 00:05:40;S2;0.761942;2022-04-16 00:05:40;
#35;35;38.47284494039128;-112.86846150822;1.0408339029709346;S9;0.729103;2022-04-16 00:05:50;S2;0.742257;2022-04-16 00:05:50;
#36;36;38.47309775263706;-112.86904319519928;0.9954691632286669;S9;0.730529;2022-04-16 00:06:00;S2;0.742758;2022-04-16 00:06:00;
#37;37;38.47184639233295;-112.86783907841739;0.8177614224000126;S9;0.752208;2022-04-16 00:06:10;S2;0.764541;2022-04-16 00:06:10;
#38;38;38.47290628006546;-112.86840809172386;1.0193562147174442;S9;0.732812;2022-04-16 00:06:20;S2;0.745647;2022-04-16 00:06:20;
#39;39;38.47405824458363;-112.87005532008493;1.0176420905818997;S9;0.705444;2022-04-16 00:06:30;S2;0.718625;2022-04-16 00:06:30;
#40;40;38.47301721788338;-112.86907750963454;1.03947119937222;S9;0.728259;2022-04-16 00:06:40;S2;0.740737;2022-04-16 00:06:40;
#41;41;38.47400924956065;-112.87015753647485;1.006323995408727;S9;0.705815;2022-04-16 00:06:50;S2;0.718786;2022-04-16 00:06:50;
#42;42;38.473880291158785;-112.87108696241455;1.1254114474123202;S9;0.69503;2022-04-16 00:07:00;S2;0.708293;2022-04-16 00:07:00;
#43;43;38.47406008783597;-112.87004710435163;0.9986788006948889;S9;0.706179;2022-04-16 00:07:10;S2;0.719281;2022-04-16 00:07:10;
#44;44;38.474056389232764;-112.86967174922914;0.983514240445751;S9;0.708569;2022-04-16 00:07:20;S2;0.721971;2022-04-16 00:07:20;
#45;45;38.471475470997476;-112.8684660692886;1.0453817885652827;S9;0.731384;2022-04-16 00:07:30;S2;0.74519;2022-04-16 00:07:30;
#46;46;38.47374015523165;-112.87061657805111;1.1375884697182148;S9;0.69909;2022-04-16 00:07:40;S2;0.713056;2022-04-16 00:07:40;
#47;47;38.47300367635629;-112.87058963544415;1.1145538604847898;S9;0.704845;2022-04-16 00:07:50;S2;0.718115;2022-04-16 00:07:50;
#48;48;38.47262724463543;-112.8668369415791;0.934846515869362;S9;0.74385;2022-04-16 00:08:00;S2;0.757331;2022-04-16 00:08:00;
#49;49;38.47378892859982;-112.87041767773161;1.147650688660633;S9;0.698654;2022-04-16 00:08:10;S2;0.712908;2022-04-16 00:08:10;
#50;50;38.47341062577172;-112.87042976327128;1.1375462230814548;S9;0.701261;2022-04-16 00:08:20;S2;0.714995;2022-04-16 00:08:20;
#51;51;38.47184364368455;-112.86910816117688;0.990231759901896;S9;0.732526;2022-04-16 00:08:30;S2;0.745318;2022-04-16 00:08:30;
#52;52;38.47368331941161;-112.87029661415602;1.156358623192854;S9;0.699749;2022-04-16 00:08:40;S2;0.71411;2022-04-16 00:08:40;
#53;53;38.474015595273464;-112.86921678854934;1.0107648794760187;S9;0.708764;2022-04-16 00:08:50;S2;0.722652;2022-04-16 00:08:50;
