ORIGIN;38.477784343852214;-112.86896479325512;0.5128637871324886;
#00;2017/07/14 04:40:00.935922;0;0;0;
DAS0;04:40:00.935922;04:40:01.778251;
DAS1;04:40:00.935103;04:40:01.776695;
DAS2;04:40:00.934284;04:40:01.775140;
DAS3;04:40:00.933465;04:40:01.773584;
DAS4;04:40:00.932647;04:40:01.772029;
DAS5;04:40:00.931828;04:40:01.770473;
DAS6;04:40:00.931009;04:40:01.768918;
DAS7;04:40:00.930191;04:40:01.767362;
DAS8;04:40:00.929372;04:40:01.765807;
DAS9;04:40:00.928553;04:40:01.764251;
DAS10;04:40:00.927735;04:40:01.762696;
DAS11;04:40:00.926916;04:40:01.761140;
DAS12;04:40:00.926097;04:40:01.759585;
DAS13;04:40:00.925279;04:40:01.758029;
DAS14;04:40:00.924460;04:40:01.756474;
DAS15;04:40:00.923641;04:40:01.754918;
DAS16;04:40:00.922823;04:40:01.753363;
DAS17;04:40:00.922004;04:40:01.751807;
DAS18;04:40:00.921185;04:40:01.750252;
DAS19;04:40:00.920367;04:40:01.748696;
DAS20;04:40:00.919548;04:40:01.747141;
DAS21;04:40:00.918729;04:40:01.745585;
DAS22;04:40:00.917911;04:40:01.744030;
DAS23;04:40:00.917092;04:40:01.742474;
DAS24;04:40:00.916273;04:40:01.740919;
DAS25;04:40:00.915454;04:40:01.739363;
DAS26;04:40:00.914636;04:40:01.737808;
DAS27;04:40:00.913817;04:40:01.736252;
DAS28;04:40:00.912998;04:40:01.734697;
DAS29;04:40:00.912180;04:40:01.733142;
DAS30;04:40:00.911361;04:40:01.731586;
DAS31;04:40:00.910542;04:40:01.730031;
DAS32;04:40:00.909724;04:40:01.728475;
DAS33;04:40:00.908905;04:40:01.726920;
DAS34;04:40:00.908086;04:40:01.725364;
DAS35;04:40:00.907268;04:40:01.723809;
DAS36;04:40:00.906449;04:40:01.722253;
DAS37;04:40:00.905630;04:40:01.720698;
DAS38;04:40:00.904812;04:40:01.719142;
DAS39;04:40:00.903993;04:40:01.717587;
DAS40;04:40:00.903174;04:40:01.716031;
DAS41;04:40:00.902356;04:40:01.714476;
DAS42;04:40:00.901537;04:40:01.712920;
DAS43;04:40:00.900718;04:40:01.711365;
DAS44;04:40:00.899900;04:40:01.709809;
DAS45;04:40:00.899081;04:40:01.708254;
DAS46;04:40:00.898262;04:40:01.706698;
DAS47;04:40:00.897443;04:40:01.705143;
DAS48;04:40:00.896625;04:40:01.703587;
DAS49;04:40:00.895806;04:40:01.702032;
DAS50;04:40:00.894987;04:40:01.700476;
DAS51;04:40:00.894169;04:40:01.698921;
DAS52;04:40:00.893350;04:40:01.697365;
DAS53;04:40:00.892531;04:40:01.695810;
DAS54;04:40:00.891713;04:40:01.694254;
DAS55;04:40:00.890894;04:40:01.692699;
DAS56;04:40:00.890075;04:40:01.691143;
DAS57;04:40:00.889257;04:40:01.689588;
DAS58;04:40:00.888438;04:40:01.688032;
DAS59;04:40:00.887619;04:40:01.686477;
DAS60;04:40:00.886801;04:40:01.684921;
DAS61;04:40:00.885982;04:40:01.683366;
DAS62;04:40:00.885163;04:40:01.681810;
DAS63;04:40:00.884345;04:40:01.680255;
DAS64;04:40:00.883536;04:40:01.678719;
DAS65;04:40:00.882930;04:40:01.677566;
DAS66;04:40:00.882323;04:40:01.676414;
DAS67;04:40:00.881716;04:40:01.675261;
DAS68;04:40:00.881109;04:40:01.674108;
DAS69;04:40:00.880503;04:40:01.672955;
DAS70;04:40:00.879896;04:40:01.671802;
DAS71;04:40:00.879289;04:40:01.670649;
DAS72;04:40:00.878682;04:40:01.669497;
DAS73;04:40:00.878076;04:40:01.668344;
DAS74;04:40:00.877469;04:40:01.667191;
DAS75;04:40:00.876862;04:40:01.666038;
DAS76;04:40:00.876255;04:40:01.664885;
DAS77;04:40:00.875649;04:40:01.663732;
DAS78;04:40:00.875042;04:40:01.662579;
DAS79;04:40:00.874435;04:40:01.661427;
DAS80;04:40:00.873828;04:40:01.660274;
DAS81;04:40:00.873222;04:40:01.659121;
DAS82;04:40:00.872615;04:40:01.657968;
DAS83;04:40:00.872008;04:40:01.656815;
DAS84;04:40:00.871401;04:40:01.655662;
DAS85;04:40:00.870794;04:40:01.654510;
DAS86;04:40:00.870188;04:40:01.653357;
DAS87;04:40:00.869581;04:40:01.652204;
DAS88;04:40:00.868974;04:40:01.651051;
DAS89;04:40:00.868367;04:40:01.649898;
DAS90;04:40:00.867761;04:40:01.648745;
DAS91;04:40:00.867154;04:40:01.647592;
DAS92;04:40:00.866547;04:40:01.646440;
DAS93;04:40:00.865940;04:40:01.645287;
DAS94;04:40:00.865334;04:40:01.644134;
DAS95;04:40:00.864727;04:40:01.642981;
DAS96;04:40:00.864120;04:40:01.641828;
DAS97;04:40:00.863513;04:40:01.640675;
DAS98;04:40:00.862907;04:40:01.639522;
DAS99;04:40:00.862300;04:40:01.638370;
DAS100;04:40:00.861693;04:40:01.637217;
DAS101;04:40:00.861086;04:40:01.636064;
DAS102;04:40:00.860480;04:40:01.634911;
DAS103;04:40:00.859873;04:40:01.633758;
DAS104;04:40:00.859266;04:40:01.632605;
DAS105;04:40:00.858659;04:40:01.631453;
DAS106;04:40:00.858052;04:40:01.630300;
DAS107;04:40:00.857446;04:40:01.629147;
DAS108;04:40:00.856839;04:40:01.627994;
DAS109;04:40:00.856232;04:40:01.626841;
DAS110;04:40:00.855625;04:40:01.625688;
DAS111;04:40:00.855019;04:40:01.624535;
DAS112;04:40:00.854412;04:40:01.623383;
DAS113;04:40:00.853805;04:40:01.622230;
DAS114;04:40:00.853198;04:40:01.621077;
DAS115;04:40:00.852592;04:40:01.619924;
DAS116;04:40:00.851985;04:40:01.618771;
DAS117;04:40:00.851378;04:40:01.617618;
DAS118;04:40:00.850771;04:40:01.616466;
DAS119;04:40:00.850165;04:40:01.615313;
DAS120;04:40:00.849558;04:40:01.614160;
DAS121;04:40:00.848951;04:40:01.613007;
DAS122;04:40:00.848344;04:40:01.611854;
DAS123;04:40:00.847738;04:40:01.610701;
DAS124;04:40:00.847131;04:40:01.609548;
DAS125;04:40:00.846524;04:40:01.608396;
DAS126;04:40:00.845917;04:40:01.607243;
DAS127;04:40:00.845310;04:40:01.606090;
DAS128;04:40:00.844712;04:40:01.604952;
DAS129;04:40:00.844183;04:40:01.603947;
DAS130;04:40:00.843654;04:40:01.602943;
DAS131;04:40:00.843125;04:40:01.601938;
DAS132;04:40:00.842597;04:40:01.600934;
DAS133;04:40:00.842068;04:40:01.599929;
DAS134;04:40:00.841539;04:40:01.598925;
DAS135;04:40:00.841011;04:40:01.597920;
DAS136;04:40:00.840482;04:40:01.596916;
DAS137;04:40:00.839953;04:40:01.595911;
DAS138;04:40:00.839424;04:40:01.594906;
DAS139;04:40:00.838896;04:40:01.593902;
DAS140;04:40:00.838367;04:40:01.592897;
DAS141;04:40:00.837838;04:40:01.591893;
DAS142;04:40:00.837310;04:40:01.590888;
DAS143;04:40:00.836781;04:40:01.589884;
DAS144;04:40:00.836252;04:40:01.588879;
DAS145;04:40:00.835723;04:40:01.587875;
DAS146;04:40:00.835195;04:40:01.586870;
DAS147;04:40:00.834666;04:40:01.585866;
DAS148;04:40:00.834137;04:40:01.584861;
DAS149;04:40:00.833609;04:40:01.583856;
DAS150;04:40:00.833080;04:40:01.582852;
DAS151;04:40:00.832551;04:40:01.581847;
DAS152;04:40:00.832023;04:40:01.580843;
DAS153;04:40:00.831494;04:40:01.579838;
DAS154;04:40:00.830965;04:40:01.578834;
DAS155;04:40:00.830436;04:40:01.577829;
DAS156;04:40:00.829908;04:40:01.576825;
DAS157;04:40:00.829379;04:40:01.575820;
DAS158;04:40:00.828850;04:40:01.574816;
DAS159;04:40:00.828322;04:40:01.573811;
DAS160;04:40:00.827793;04:40:01.572806;
DAS161;04:40:00.827264;04:40:01.571802;
DAS162;04:40:00.826735;04:40:01.570797;
DAS163;04:40:00.826207;04:40:01.569793;
DAS164;04:40:00.825678;04:40:01.568788;
DAS165;04:40:00.825149;04:40:01.567784;
DAS166;04:40:00.824621;04:40:01.566779;
DAS167;04:40:00.824092;04:40:01.565775;
DAS168;04:40:00.823563;04:40:01.564770;
DAS169;04:40:00.823034;04:40:01.563766;
DAS170;04:40:00.822506;04:40:01.562761;
DAS171;04:40:00.821977;04:40:01.561756;
DAS172;04:40:00.821448;04:40:01.560752;
DAS173;04:40:00.820920;04:40:01.559747;
DAS174;04:40:00.820391;04:40:01.558743;
DAS175;04:40:00.819862;04:40:01.557738;
DAS176;04:40:00.819334;04:40:01.556734;
DAS177;04:40:00.818805;04:40:01.555729;
DAS178;04:40:00.818276;04:40:01.554725;
DAS179;04:40:00.817747;04:40:01.553720;
DAS180;04:40:00.817219;04:40:01.552716;
DAS181;04:40:00.816690;04:40:01.551711;
DAS182;04:40:00.816161;04:40:01.550706;
DAS183;04:40:00.815633;04:40:01.549702;
DAS184;04:40:00.815104;04:40:01.548697;
DAS185;04:40:00.814575;04:40:01.547693;
DAS186;04:40:00.814046;04:40:01.546688;
DAS187;04:40:00.813518;04:40:01.545684;
DAS188;04:40:00.812989;04:40:01.544679;
DAS189;04:40:00.812460;04:40:01.543675;
DAS190;04:40:00.811932;04:40:01.542670;
DAS191;04:40:00.811403;04:40:01.541666;
DAS192;04:40:00.810891;04:40:01.540693;
DAS193;04:40:00.810476;04:40:01.539904;
DAS194;04:40:00.810060;04:40:01.539114;
DAS195;04:40:00.809644;04:40:01.538324;
