ORIGIN;35.00088181669772;12.005769855982052;0.6998314742781766;
#R00;1992/03/07 21:26:40.162492;35.00088181669772;12.005769855982052;0.6998314742781766;
STA1;21:26:40.162492;21:26:40.284361;
STA2;21:26:40.162492;21:26:40.284361;
#01;1992/03/08 21:26:42.307581;0;0;0;
STA1;21:26:42.307581;21:26:42.429517;
STA2;21:26:42.307581;21:26:42.429517;
#02;1992/03/09 21:26:44.452492;0;0;0;
STA1;21:26:44.452492;21:26:44.574361;
STA2;21:26:44.452492;21:26:44.574361;
#03;1992/03/10 21:26:46.597472;0;0;0;
STA1;21:26:46.597472;21:26:46.719326;
STA2;21:26:46.597472;21:26:46.719326;
#04;1992/03/11 21:26:48.742561;0;0;0;
STA1;21:26:48.742561;21:26:48.864482;
STA2;21:26:48.742561;21:26:48.864482;
#05;1992/03/12 21:26:50.887542;0;0;0;
STA1;21:26:50.887542;21:26:51.009448;
STA2;21:26:50.887542;21:26:51.009448;
#06;1992/03/13 21:26:53.032598;0;0;0;
STA1;21:26:53.032598;21:26:53.154546;
STA2;21:26:53.032598;21:26:53.154546;
#07;1992/03/14 21:26:55.177548;0;0;0;
STA1;21:26:55.177548;21:26:55.299459;
STA2;21:26:55.177548;21:26:55.299459;
#08;1992/03/15 21:26:57.322459;0;0;0;
STA1;21:26:57.322459;21:26:57.444304;
STA2;21:26:57.322459;21:26:57.444304;
#09;1992/03/16 21:26:59.467449;0;0;0;
STA1;21:26:59.467449;21:26:59.589286;
STA2;21:26:59.467449;21:26:59.589286;
#10;1992/03/17 21:27:01.612596;0;0;0;
STA1;21:27:01.612596;21:27:01.734543;
STA2;21:27:01.612596;21:27:01.734543;
#11;1992/03/18 21:27:03.757501;0;0;0;
STA1;21:27:03.757501;21:27:03.879377;
STA2;21:27:03.757501;21:27:03.879377;
#12;1992/03/19 21:27:05.902576;0;0;0;
STA1;21:27:05.902576;21:27:06.024509;
STA2;21:27:05.902576;21:27:06.024509;
#13;1992/03/20 21:27:08.047596;0;0;0;
STA1;21:27:08.047596;21:27:08.169543;
STA2;21:27:08.047596;21:27:08.169543;
#14;1992/03/21 21:27:10.192560;0;0;0;
STA1;21:27:10.192560;21:27:10.314481;
STA2;21:27:10.192560;21:27:10.314481;
#15;1992/03/22 21:27:12.337594;0;0;0;
STA1;21:27:12.337594;21:27:12.459540;
STA2;21:27:12.337594;21:27:12.459540;
#16;1992/03/23 21:27:14.482470;0;0;0;
STA1;21:27:14.482470;21:27:14.604322;
STA2;21:27:14.482470;21:27:14.604322;
#R17;1992/03/24 21:27:16.627549;35.00088003446257;12.005774771324402;0.699982338266122;
STA1;21:27:16.627549;21:27:16.749461;
STA2;21:27:16.627549;21:27:16.749461;
#R18;1992/03/25 21:27:18.772631;35.00088008404192;12.00578951414155;0.7000402704383839;
STA1;21:27:18.772631;21:27:18.894604;
STA2;21:27:18.772631;21:27:18.894604;
#19;1992/03/26 21:27:20.917528;0;0;0;
