ORIGIN;38.4740041686689;-112.87234523178635;0.0009960801405032456;
#R00;2022-04-16T00:00:00.000000Z;38.4740041686689;-112.87234523178635;0.9960801405032457;
S0;00:00:00.000000;00:00:00.731871;
S1;00:00:00.000000;00:00:00.731667;
S2;00:00:00.000000;00:00:00.731464;
S3;00:00:00.000000;00:00:00.731261;
S4;00:00:00.000000;00:00:00.731060;
S5;00:00:00.000000;00:00:00.730860;
S6;00:00:00.000000;00:00:00.730661;
S7;00:00:00.000000;00:00:00.730462;
S8;00:00:00.000000;00:00:00.730265;
S9;00:00:00.000000;00:00:00.730069;
S10;00:00:00.000000;00:00:00.729874;
S11;00:00:00.000000;00:00:00.729679;
S12;00:00:00.000000;00:00:00.729486;
S13;00:00:00.000000;00:00:00.729293;
S14;00:00:00.000000;00:00:00.729102;
S15;00:00:00.000000;00:00:00.728912;
S16;00:00:00.000000;00:00:00.728722;
S17;00:00:00.000000;00:00:00.728534;
S18;00:00:00.000000;00:00:00.728346;
S19;00:00:00.000000;00:00:00.728160;
S20;00:00:00.000000;00:00:00.727974;
S21;00:00:00.000000;00:00:00.727790;
S22;00:00:00.000000;00:00:00.727607;
S23;00:00:00.000000;00:00:00.727424;
S24;00:00:00.000000;00:00:00.727242;
S25;00:00:00.000000;00:00:00.727062;
S26;00:00:00.000000;00:00:00.726882;
S27;00:00:00.000000;00:00:00.726704;
S28;00:00:00.000000;00:00:00.726526;
S29;00:00:00.000000;00:00:00.726350;
S30;00:00:00.000000;00:00:00.726174;
S31;00:00:00.000000;00:00:00.726000;
S32;00:00:00.000000;00:00:00.725826;
S33;00:00:00.000000;00:00:00.725654;
S34;00:00:00.000000;00:00:00.725482;
S35;00:00:00.000000;00:00:00.725312;
S36;00:00:00.000000;00:00:00.725142;
S37;00:00:00.000000;00:00:00.724973;
S38;00:00:00.000000;00:00:00.724806;
S39;00:00:00.000000;00:00:00.724639;
S40;00:00:00.000000;00:00:00.724474;
S41;00:00:00.000000;00:00:00.724309;
S42;00:00:00.000000;00:00:00.724146;
S43;00:00:00.000000;00:00:00.723983;
S44;00:00:00.000000;00:00:00.723822;
S45;00:00:00.000000;00:00:00.723661;
S46;00:00:00.000000;00:00:00.723502;
S47;00:00:00.000000;00:00:00.723343;
S48;00:00:00.000000;00:00:00.723186;
S49;00:00:00.000000;00:00:00.723029;
S50;00:00:00.000000;00:00:00.722874;
S51;00:00:00.000000;00:00:00.722719;
S52;00:00:00.000000;00:00:00.722566;
S53;00:00:00.000000;00:00:00.722413;
S54;00:00:00.000000;00:00:00.722262;
S55;00:00:00.000000;00:00:00.722112;
S56;00:00:00.000000;00:00:00.721962;
S57;00:00:00.000000;00:00:00.721814;
