lon;lat;dep;
3.371382787932721549e+05;4.260454990761684254e+06;1.305707234780879389e+03
3.366603155534692341e+05;4.260211237032093108e+06;1.283748487632221895e+03
3.368923739434108720e+05;4.260312440354972146e+06;1.322739521664352424e+03
3.369943826742527308e+05;4.260508745910745114e+06;1.086960567183237345e+03
3.368201507075392874e+05;4.260374342883372679e+06;1.125458229065436853e+03
3.368805773898394546e+05;4.260314210316129029e+06;1.235841800064096105e+03
3.369653179403127288e+05;4.260437196887223050e+06;1.325458393983625228e+03
3.368492623906955705e+05;4.260490782650415786e+06;1.417074458084486423e+03
3.371053035404808470e+05;4.260217454791030847e+06;1.199713069659149369e+03
3.366888824449885287e+05;4.260257067053096369e+06;1.032602752208979837e+03
3.369670847303290502e+05;4.260313246119726449e+06;1.289197093659325901e+03
3.370647578151596827e+05;4.260337399447377771e+06;1.410386446205639004e+03
3.366750468598942971e+05;4.260421425725578330e+06;1.012219873744246343e+03
3.367731734180437052e+05;4.260305193793720566e+06;1.057007320337699639e+03
3.367426379050799296e+05;4.260069677118670195e+06;1.136216203244009876e+03
3.368831875634072348e+05;4.260503076262042858e+06;1.362324205059441283e+03
3.371037674017879763e+05;4.260171449202731252e+06;1.114638832872625017e+03
3.366753257877741707e+05;4.260143179150214419e+06;1.434350863526344938e+03
3.371455790712430025e+05;4.260511093274252489e+06;1.160777223800635738e+03
3.369770035272567766e+05;4.260405592192615382e+06;1.099923231192422236e+03
3.368813096676706919e+05;4.260201516279948875e+06;1.389653726095806178e+03
3.371236708603047300e+05;4.260362172806899995e+06;1.038020979937531820e+03
3.366647741649660747e+05;4.260311813076372258e+06;1.258447440695950718e+03
3.368518901361238677e+05;4.260220779411653057e+06;1.175730675283306255e+03
3.369230083112696884e+05;4.260047249676741660e+06;9.978442215517161458e+02
3.370590713084152085e+05;4.260188217782952823e+06;1.368105282267184748e+03
3.367003850047892192e+05;4.260071313628441654e+06;1.373275325782760319e+03
3.369085630041485419e+05;4.260446065608780831e+06;1.095763871945567644e+03
3.370411599397257087e+05;4.260378110786504112e+06;1.326138958642090302e+03
3.366667280573515454e+05;4.260440182472934946e+06;1.298586329489159198e+03
3.367793962331949733e+05;4.260432236439771019e+06;1.339436926164363285e+03
3.368784125380594051e+05;4.260419382819443941e+06;1.020052513876727744e+03
3.368571378124736366e+05;4.260319009250940755e+06;1.340999189790427408e+03
3.370410273011821555e+05;4.260491285516176373e+06;1.425233902637114852e+03
3.367042299594311626e+05;4.260140044425096363e+06;1.155349480214517598e+03
3.368596006275340915e+05;4.260251685914207250e+06;9.866859634185733512e+02
3.366845505011599162e+05;4.260093198535471223e+06;1.130472442033590596e+03
3.368561287827756023e+05;4.260373357005775906e+06;1.022292678834708340e+03
3.366586610866965493e+05;4.260175185344556347e+06;9.887355466333171989e+02
3.369434028107737540e+05;4.260349775006254204e+06;1.019315988876974984e+03
3.367265304271791829e+05;4.260287572629747912e+06;1.216603561185515900e+03
3.367445588460636209e+05;4.260255818808911368e+06;1.066352608576868533e+03
3.366815796339549124e+05;4.260127901494554244e+06;1.135064807759399400e+03
3.369965639616971603e+05;4.260404400715075433e+06;1.131630809778744606e+03
3.366861975787059055e+05;4.260292370080176741e+06;9.736622620988327981e+02
3.370171860551442951e+05;4.260273516094988212e+06;1.362525842085136219e+03
3.368356484083193354e+05;4.260474496654639952e+06;1.238816818184569456e+03
3.370637144858133397e+05;4.260293483520991169e+06;1.400971430856130610e+03
3.371421922524516704e+05;4.260070980647318996e+06;1.122676769846122625e+03
3.367398021353450604e+05;4.260222611805588007e+06;9.734214959548088473e+02
3.370529093632189324e+05;4.260063220888886601e+06;1.063030745553466659e+03
3.368395191205895389e+05;4.260089880563043058e+06;1.048731474834551364e+03
3.367119842838270124e+05;4.260387586067620665e+06;1.078669598548372051e+03
3.370698467454503407e+05;4.260211303734524176e+06;1.333652030599631644e+03
3.368919956139426795e+05;4.260383535303178243e+06;1.044450427681418660e+03
3.366550278231420089e+05;4.260094624263511971e+06;1.154893576326994435e+03
3.369775649698933703e+05;4.260293127792040817e+06;1.278125774616747094e+03
3.367111058750684606e+05;4.260214269933547825e+06;1.239115092564277802e+03
3.369794624930260470e+05;4.260503412145310082e+06;9.771911255130452219e+02
3.371220725698116003e+05;4.260075547055364586e+06;1.114984533538090545e+03
3.366931912063137861e+05;4.260133957732816227e+06;1.083231408677407899e+03
3.368609713024964440e+05;4.260451754614299163e+06;1.256932524653511109e+03
3.368085016766016488e+05;4.260494167393048294e+06;9.922111134234236260e+02
3.366833383765438339e+05;4.260451337669516914e+06;1.194915776993144163e+03
3.369601935622293386e+05;4.260207091221149080e+06;1.233164402534970804e+03
3.367451344342630473e+05;4.260449438191709109e+06;1.226053040984437757e+03
3.366789372220572550e+05;4.260042228949807584e+06;1.194043433840085527e+03
3.370073975854966557e+05;4.260038988756726496e+06;1.366994193939024399e+03
3.369123001995833474e+05;4.260268838989556767e+06;1.367408711258480480e+03
3.370524332766271546e+05;4.260393094670050777e+06;1.336414938399649600e+03
3.367796217843146296e+05;4.260056562267784029e+06;1.043836779601839453e+03
3.369875489896985819e+05;4.260096648299284279e+06;1.404769700087709907e+03
3.369434396427543252e+05;4.260371419487796724e+06;1.156206876452915594e+03
3.367650932213454507e+05;4.260519106682708487e+06;1.034558088958510780e+03
3.369848837896049954e+05;4.260230480775677599e+06;1.138609887926419105e+03
3.368459340721236658e+05;4.260506989496404305e+06;1.036491809713220846e+03
3.368148916195365018e+05;4.260056853916485794e+06;1.172353322841650879e+03
3.368993538207174279e+05;4.260246651520404033e+06;1.422438172614142786e+03
3.366692905402083416e+05;4.260188239059340209e+06;1.352877405115448710e+03
3.368751529046004289e+05;4.260050938662027009e+06;1.077441972895487652e+03
3.370056808754284284e+05;4.260184052790128626e+06;1.250944127796131852e+03
3.366682874233510811e+05;4.260109732230646536e+06;1.354893108900737843e+03
3.369305021978301229e+05;4.260194917865944095e+06;9.899825538828513345e+02
3.368069633317409316e+05;4.260220742058145814e+06;1.304865088061164442e+03
3.367056384507897310e+05;4.260426866731151938e+06;1.334444736654375447e+03
3.369433333040424623e+05;4.260328303065553308e+06;1.103631965698509703e+03
3.367091365871347953e+05;4.260414204656369984e+06;1.072685934062662454e+03
3.367303793776287930e+05;4.260265561972683296e+06;1.242243085594054719e+03
3.368488978838371113e+05;4.260148181646145880e+06;1.110872735548956598e+03
3.369992528141576913e+05;4.260141307522055693e+06;1.284592584508001437e+03
3.369149519060961902e+05;4.260285688053161837e+06;1.374307204808926599e+03
3.367396044188614469e+05;4.260477012919984758e+06;1.249630301883284574e+03
3.370201230332569103e+05;4.260329577327392995e+06;1.172129702740820449e+03
3.368851924171722494e+05;4.260022841527340002e+06;1.318473904058983635e+03
3.367004903794560232e+05;4.260494477223050781e+06;1.419389238394047197e+03
3.369919291834902833e+05;4.260248547399085946e+06;1.253205732830689158e+03
3.371005277830754058e+05;4.260277040027587675e+06;1.068433375909703955e+03
3.367399263096813811e+05;4.260515203862122260e+06;1.177447313766025673e+03
3.367017311779902666e+05;4.260037254352636635e+06;1.375261788654350994e+03
3.366602223434814368e+05;4.260232519990636967e+06;1.281389072965519290e+03
