ORIGIN;38.4740041686689;-112.87234523178635;0.9960801405032456;
#R00;2022/04/16T00:00:00.000000Z;38.4740041686689;-112.87234523178635;0.9960801405032457;
S0;00:00:00.000000;00:00:00.731871;
S1;00:00:00.000000;00:00:00.729806;
S2;00:00:00.000000;00:00:00.727847;
S3;00:00:00.000000;00:00:00.725993;
S4;00:00:00.000000;00:00:00.724246;
S5;00:00:00.000000;00:00:00.722607;
S6;00:00:00.000000;00:00:00.721076;
S7;00:00:00.000000;00:00:00.719654;
S8;00:00:00.000000;00:00:00.718342;
S9;00:00:00.000000;00:00:00.717140;
S10;00:00:00.000000;00:00:00.716048;
S11;00:00:00.000000;00:00:00.715068;
S12;00:00:00.000000;00:00:00.714200;
S13;00:00:00.000000;00:00:00.713444;
S14;00:00:00.000000;00:00:00.712800;
S15;00:00:00.000000;00:00:00.712269;
S16;00:00:00.000000;00:00:00.711851;
S17;00:00:00.000000;00:00:00.711547;
S18;00:00:00.000000;00:00:00.711356;
S19;00:00:00.000000;00:00:00.711278;
S20;00:00:00.000000;00:00:00.711314;
S21;00:00:00.000000;00:00:00.711463;
S22;00:00:00.000000;00:00:00.711726;
S23;00:00:00.000000;00:00:00.712102;
S24;00:00:00.000000;00:00:00.712592;
S25;00:00:00.000000;00:00:00.713194;
S26;00:00:00.000000;00:00:00.713909;
#R01;2022/04/16T00:00:10.000000Z;38.47404656987754;-112.87230386938386;0.9781877788561663;
S0;00:00:10.000000;00:00:10.731032;
S1;00:00:10.000000;00:00:10.729003;
S2;00:00:10.000000;00:00:10.727080;
S3;00:00:10.000000;00:00:10.725263;
S4;00:00:10.000000;00:00:10.723553;
S5;00:00:10.000000;00:00:10.721950;
S6;00:00:10.000000;00:00:10.720457;
S7;00:00:10.000000;00:00:10.719072;
S8;00:00:10.000000;00:00:10.717797;
S9;00:00:10.000000;00:00:10.716633;
S10;00:00:10.000000;00:00:10.715580;
S11;00:00:10.000000;00:00:10.714638;
S12;00:00:10.000000;00:00:10.713808;
S13;00:00:10.000000;00:00:10.713091;
S14;00:00:10.000000;00:00:10.712486;
S15;00:00:10.000000;00:00:10.711994;
S16;00:00:10.000000;00:00:10.711615;
S17;00:00:10.000000;00:00:10.711349;
S18;00:00:10.000000;00:00:10.711197;
S19;00:00:10.000000;00:00:10.711159;
S20;00:00:10.000000;00:00:10.711234;
S21;00:00:10.000000;00:00:10.711422;
S22;00:00:10.000000;00:00:10.711724;
S23;00:00:10.000000;00:00:10.712140;
S24;00:00:10.000000;00:00:10.712668;
S25;00:00:10.000000;00:00:10.713309;
S26;00:00:10.000000;00:00:10.714063;
#R02;2022/04/16T00:00:20.000000Z;38.47406525489876;-112.87358010675823;0.9791601681636352;
S0;00:00:20.000000;00:00:20.717487;
S1;00:00:20.000000;00:00:20.715418;
S2;00:00:20.000000;00:00:20.713455;
S3;00:00:20.000000;00:00:20.711601;
S4;00:00:20.000000;00:00:20.709856;
S5;00:00:20.000000;00:00:20.708221;
S6;00:00:20.000000;00:00:20.706696;
S7;00:00:20.000000;00:00:20.705282;
S8;00:00:20.000000;00:00:20.703981;
S9;00:00:20.000000;00:00:20.702791;
S10;00:00:20.000000;00:00:20.701715;
S11;00:00:20.000000;00:00:20.700753;
S12;00:00:20.000000;00:00:20.699904;
S13;00:00:20.000000;00:00:20.699170;
S14;00:00:20.000000;00:00:20.698551;
S15;00:00:20.000000;00:00:20.698047;
S16;00:00:20.000000;00:00:20.697658;
S17;00:00:20.000000;00:00:20.697385;
S18;00:00:20.000000;00:00:20.697228;
S19;00:00:20.000000;00:00:20.697187;
S20;00:00:20.000000;00:00:20.697261;
S21;00:00:20.000000;00:00:20.697451;
S22;00:00:20.000000;00:00:20.697757;
S23;00:00:20.000000;00:00:20.698178;
S24;00:00:20.000000;00:00:20.698715;
S25;00:00:20.000000;00:00:20.699367;
S26;00:00:20.000000;00:00:20.700134;
#R03;2022/04/16T00:00:30.000000Z;38.47410811258076;-112.87317853590389;1.0061493142642908;
S0;00:00:30.000000;00:00:30.722204;
S1;00:00:30.000000;00:00:30.720090;
S2;00:00:30.000000;00:00:30.718082;
S3;00:00:30.000000;00:00:30.716182;
S4;00:00:30.000000;00:00:30.714389;
S5;00:00:30.000000;00:00:30.712705;
S6;00:00:30.000000;00:00:30.711131;
S7;00:00:30.000000;00:00:30.709667;
S8;00:00:30.000000;00:00:30.708314;
S9;00:00:30.000000;00:00:30.707072;
S10;00:00:30.000000;00:00:30.705943;
S11;00:00:30.000000;00:00:30.704927;
S12;00:00:30.000000;00:00:30.704024;
S13;00:00:30.000000;00:00:30.703235;
S14;00:00:30.000000;00:00:30.702559;
S15;00:00:30.000000;00:00:30.701998;
S16;00:00:30.000000;00:00:30.701552;
S17;00:00:30.000000;00:00:30.701221;
S18;00:00:30.000000;00:00:30.701004;
S19;00:00:30.000000;00:00:30.700903;
S20;00:00:30.000000;00:00:30.700917;
S21;00:00:30.000000;00:00:30.701047;
S22;00:00:30.000000;00:00:30.701291;
S23;00:00:30.000000;00:00:30.701651;
S24;00:00:30.000000;00:00:30.702125;
