ORIGIN;38.47756133520929;-112.86707135479388;1.3057072347808794;
#R00;2022/04/16T00:00:00.000000Z;38.47756133520929;-112.86707135479388;1.3057072347808794;
S0;00:00:00.000000;00:00:00.762593;
S1;00:00:00.000000;00:00:00.759978;
S2;00:00:00.000000;00:00:00.757461;
S3;00:00:00.000000;00:00:00.755042;
S4;00:00:00.000000;00:00:00.752723;
S5;00:00:00.000000;00:00:00.750505;
S6;00:00:00.000000;00:00:00.748388;
S7;00:00:00.000000;00:00:00.746373;
S8;00:00:00.000000;00:00:00.744461;
S9;00:00:00.000000;00:00:00.742653;
S10;00:00:00.000000;00:00:00.740949;
S11;00:00:00.000000;00:00:00.739351;
S12;00:00:00.000000;00:00:00.737859;
S13;00:00:00.000000;00:00:00.736473;
S14;00:00:00.000000;00:00:00.735195;
S15;00:00:00.000000;00:00:00.734025;
S16;00:00:00.000000;00:00:00.732962;
S17;00:00:00.000000;00:00:00.732009;
S18;00:00:00.000000;00:00:00.731165;
S19;00:00:00.000000;00:00:00.730430;
S20;00:00:00.000000;00:00:00.729806;
S21;00:00:00.000000;00:00:00.729291;
S22;00:00:00.000000;00:00:00.728887;
S23;00:00:00.000000;00:00:00.728594;
S24;00:00:00.000000;00:00:00.728411;
S25;00:00:00.000000;00:00:00.728340;
S26;00:00:00.000000;00:00:00.728379;
#R01;2022/04/16T00:00:10.000000Z;38.47527831253152;-112.872491276443;1.2837484876322218;
S0;00:00:10.000000;00:00:10.727582;
S1;00:00:10.000000;00:00:10.724888;
S2;00:00:10.000000;00:00:10.722296;
S3;00:00:10.000000;00:00:10.719807;
S4;00:00:10.000000;00:00:10.717421;
S5;00:00:10.000000;00:00:10.715141;
S6;00:00:10.000000;00:00:10.712967;
S7;00:00:10.000000;00:00:10.710900;
S8;00:00:10.000000;00:00:10.708940;
S9;00:00:10.000000;00:00:10.707090;
S10;00:00:10.000000;00:00:10.705349;
S11;00:00:10.000000;00:00:10.703718;
S12;00:00:10.000000;00:00:10.702199;
S13;00:00:10.000000;00:00:10.700792;
S14;00:00:10.000000;00:00:10.699497;
S15;00:00:10.000000;00:00:10.698315;
S16;00:00:10.000000;00:00:10.697248;
S17;00:00:10.000000;00:00:10.696295;
S18;00:00:10.000000;00:00:10.695456;
S19;00:00:10.000000;00:00:10.694733;
S20;00:00:10.000000;00:00:10.694126;
S21;00:00:10.000000;00:00:10.693634;
S22;00:00:10.000000;00:00:10.693258;
S23;00:00:10.000000;00:00:10.692999;
S24;00:00:10.000000;00:00:10.692857;
S25;00:00:10.000000;00:00:10.692831;
S26;00:00:10.000000;00:00:10.692921;
#R02;2022/04/16T00:00:20.000000Z;38.47623237363949;-112.86985587611453;1.3227395216643525;
S0;00:00:20.000000;00:00:20.746667;
S1;00:00:20.000000;00:00:20.743961;
S2;00:00:20.000000;00:00:20.741354;
S3;00:00:20.000000;00:00:20.738847;
S4;00:00:20.000000;00:00:20.736441;
S5;00:00:20.000000;00:00:20.734137;
S6;00:00:20.000000;00:00:20.731937;
S7;00:00:20.000000;00:00:20.729840;
S8;00:00:20.000000;00:00:20.727848;
S9;00:00:20.000000;00:00:20.725962;
S10;00:00:20.000000;00:00:20.724183;
S11;00:00:20.000000;00:00:20.722511;
S12;00:00:20.000000;00:00:20.720947;
S13;00:00:20.000000;00:00:20.719492;
S14;00:00:20.000000;00:00:20.718147;
S15;00:00:20.000000;00:00:20.716912;
S16;00:00:20.000000;00:00:20.715787;
S17;00:00:20.000000;00:00:20.714774;
S18;00:00:20.000000;00:00:20.713872;
S19;00:00:20.000000;00:00:20.713082;
S20;00:00:20.000000;00:00:20.712405;
S21;00:00:20.000000;00:00:20.711841;
S22;00:00:20.000000;00:00:20.711390;
S23;00:00:20.000000;00:00:20.711052;
S24;00:00:20.000000;00:00:20.710828;
S25;00:00:20.000000;00:00:20.710717;
S26;00:00:20.000000;00:00:20.710720;
#R03;2022/04/16T00:00:30.000000Z;38.478019226450556;-112.86873269357726;1.0869605671832374;
S0;00:00:30.000000;00:00:30.727641;
S1;00:00:30.000000;00:00:30.725369;
S2;00:00:30.000000;00:00:30.723202;
S3;00:00:30.000000;00:00:30.721141;
S4;00:00:30.000000;00:00:30.719186;
S5;00:00:30.000000;00:00:30.717338;
S6;00:00:30.000000;00:00:30.715598;
S7;00:00:30.000000;00:00:30.713967;
S8;00:00:30.000000;00:00:30.712446;
S9;00:00:30.000000;00:00:30.711035;
S10;00:00:30.000000;00:00:30.709735;
S11;00:00:30.000000;00:00:30.708547;
S12;00:00:30.000000;00:00:30.707471;
S13;00:00:30.000000;00:00:30.706507;
S14;00:00:30.000000;00:00:30.705657;
S15;00:00:30.000000;00:00:30.704920;
S16;00:00:30.000000;00:00:30.704298;
S17;00:00:30.000000;00:00:30.703789;
S18;00:00:30.000000;00:00:30.703395;
S19;00:00:30.000000;00:00:30.703115;
S20;00:00:30.000000;00:00:30.702950;
S21;00:00:30.000000;00:00:30.702901;
S22;00:00:30.000000;00:00:30.702966;
S23;00:00:30.000000;00:00:30.703145;
S24;00:00:30.000000;00:00:30.703440;
S25;00:00:30.000000;00:00:30.703849;
S26;00:00:30.000000;00:00:30.704373;
