3.354517650184186641e+05;4.263073796821648255e+06;2.166662036317607544e+03
3.354574229283822933e+05;4.263069369910557754e+06;2.174596169699540042e+03
3.354316064637397067e+05;4.263081611532278359e+06;2.273877281391518864e+03
3.354817881629327312e+05;4.263060873769140802e+06;2.144513466101970607e+03
3.353823876356619876e+05;4.263127507056680508e+06;2.265541300874043372e+03
3.354448559974698001e+05;4.263071854044210166e+06;2.244770503666922195e+03
3.353932999731715536e+05;4.263059400217209943e+06;2.095000000000000000e+03
3.354867336721522734e+05;4.263073394846965559e+06;2.179139386120491508e+03
3.353708325146000134e+05;4.263087764846438542e+06;2.042714735351707304e+03
3.354843270106430282e+05;4.263097107027501799e+06;2.189833327289992212e+03
3.354428824171138112e+05;4.263048119695603848e+06;2.226250677962408645e+03
3.352874544404488406e+05;4.263081491580938920e+06;2.233495640916502452e+03
3.353979454995886190e+05;4.263128616091689095e+06;2.225195299018094829e+03
3.354935969821644248e+05;4.263106933758066036e+06;2.191796979779980120e+03
3.353811135086190188e+05;4.263066088455347344e+06;2.166230513832796078e+03
3.353754294051259058e+05;4.263103007725099102e+06;2.379553522181809512e+03
3.354663970205088262e+05;4.263040802715431899e+06;2.106393510859556500e+03
3.354355203631754266e+05;4.263049362760178745e+06;2.242084122797179589e+03
3.354779517665868625e+05;4.263254391632274725e+06;2.158108329568678528e+03
3.355156383221805445e+05;4.263092013853269629e+06;2.148904373903500982e+03
3.354022279148029047e+05;4.263037370562704280e+06;2.138918788654895707e+03
3.353770186360018561e+05;4.263107772312534042e+06;2.356786905522594225e+03
3.353755935480757034e+05;4.263079596239434555e+06;2.170601633292505085e+03
3.354911730295711895e+05;4.263092603661957197e+06;2.197227725034056220e+03
3.354529949103253894e+05;4.263051813831492327e+06;2.227790659232392500e+03
3.354246507408858743e+05;4.263046907778069377e+06;2.258763464407632455e+03
3.354362648924106034e+05;4.263047984395388514e+06;2.246006755558605164e+03
3.354196007888825261e+05;4.263040518980991095e+06;2.281776257894242008e+03
3.354960446273122798e+05;4.262989048118999228e+06;2.022253355858331361e+03
3.355056842627006117e+05;4.263100489530482329e+06;2.163130954715780717e+03
3.353837552372486680e+05;4.263054312237586826e+06;2.133217200119531299e+03
3.353840534908802947e+05;4.263055382892475463e+06;2.145905652554169137e+03
