3.353535786077844677e+05;4.263134651074673980e+06;2.017430615603490878e+03
3.354567622655017185e+05;4.263089430871045217e+06;2.011525338152644281e+03
3.354287797504649498e+05;4.263140944304633886e+06;2.149545178176660102e+03
3.354884052511987393e+05;4.263104435160645284e+06;2.062982653377040151e+03
3.353789644737197086e+05;4.263155624988404103e+06;2.152150542714102812e+03
3.354180871179988608e+05;4.263135445633848198e+06;2.186582304047446542e+03
3.353932999731715536e+05;4.263059400217209943e+06;2.095000000000000000e+03
3.354289044896947453e+05;4.263121277118899859e+06;2.258895897949977098e+03
3.353643004364346853e+05;4.263064444415900856e+06;2.111405271983684997e+03
3.354571256045149639e+05;4.263124026658000425e+06;2.165979508916416762e+03
3.354894749728399329e+05;4.263098901092776097e+06;2.088678432182281540e+03
3.354076997465931927e+05;4.263056895511050709e+06;2.090524901494641199e+03
3.354678577139778063e+05;4.263122706553256139e+06;2.149686814064590635e+03
3.354853891558268224e+05;4.263108603309356607e+06;2.107574101665442868e+03
3.353801313019265071e+05;4.263151433349198662e+06;2.244372751176811562e+03
3.354509801800905261e+05;4.263104985059134662e+06;2.215087849187298616e+03
3.354676138509228476e+05;4.263128731867049821e+06;2.177785125838945078e+03
3.354798431351846084e+05;4.263127651096076705e+06;2.108718086680129545e+03
3.354689860461573116e+05;4.263269538621047512e+06;2.084902332404426033e+03
3.354896488172460813e+05;4.263116038765187375e+06;2.119376416280110789e+03
3.354949227026140434e+05;4.263093660361576825e+06;2.076188053758497063e+03
3.353537070338092744e+05;4.263200574172596447e+06;2.266745648937058832e+03
3.354144193311280105e+05;4.263088653216939420e+06;2.168397827494685771e+03
3.353961116319171269e+05;4.263089727368904278e+06;2.125584444757845176e+03
3.354283345574868144e+05;4.263094316267941147e+06;2.197336683110515423e+03
3.354640449197099078e+05;4.263151828164595179e+06;2.140415595335300623e+03
3.355303609740011161e+05;4.263122691251461394e+06;2.058626312924953709e+03
3.354276280378878000e+05;4.263061898591687903e+06;2.105790734050362516e+03
3.354281937964625540e+05;4.263054329904517159e+06;2.096100135619727553e+03
3.355109618940157234e+05;4.263086478932805359e+06;2.093196005862718266e+03
3.354641360173949506e+05;4.263013094845588319e+06;2.031141576778352828e+03
3.355010838035989436e+05;4.263127818169394508e+06;2.113327568835746206e+03
